,INVOICE_UPDATE_DATETIME,INVOICE_UPC_CASE,INVOICE_UPC_PACK,INVOICE_PACKAGE_DESCRIPTION,GTIN,PRODUCT_DESCRIPTION,new_invoice_description
72456,2021-08-10 01:11:35.000000,00611269333596,00611269333572,RB PEACH 24/8.4 LSE CN,00611269333596,RED BULL - BEVERAGE PEACH EDITION 8.4OZ TRAY,NEED TO INSPECT
72457,2021-08-10 01:11:35.000000,00611269333596,00611269333572,RB PEACH 24/8.4 LSE CN,00611269333572,RED BULL - BEVERAGE PEACH EDITION 8.4OZ EACH,NEED TO INSPECT
72478,2021-08-10 01:25:43.000000,00635985257257,00635985060741,MIKE POMEGRNT BLUEBRRY 6P BT,00635985060741,MIKES HARD SEASONAL MALT BEVERAGE 6 CT 11 OZ GLASS BOTTLE IN CRTN 67.2 OZ,NEED TO INSPECT
72479,2021-08-10 01:25:43.000000,00635985257257,00635985060741,MIKE POMEGRNT BLUEBRRY 6P BT,00635985257257,MIKES HARD SEASONAL MALT BEVERAGE 24 CT 11 OZ GLASS BOTTLE IN BOX 268.8 OZ,NEED TO INSPECT
72490,2021-08-10 01:37:03.000000,,858612003144,DE VARIETY 12OZ 2/9 CANS,00858612003144,DOWNEAST CIDER HOUSE MIX PACK 1 9PK,NEED TO INSPECT
72567,2021-08-10 01:10:53.000000,798449008113,,COOP HAWK PKG SPARKL BLANC DE,00798449008113,ACE CIDER PINEAPPLE 4/6/12OZ BOTTLE,NEED TO INSPECT
72584,2021-08-10 01:32:59.000000,00754527008857,00754527008857,NB VD JUCYHAZE 4/6/12 CAN,00754527008857,NEW BELGIUM VOODOO RANGER JUICY HAZE IPA BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
72675,2021-08-10 01:31:58.000000,089826700011,089826700011,BOHEMIA 4/6/12OZ NR -9/81,00089826700011,BOHEMIA PILSNER BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
72796,2021-08-10 01:23:51.000000,85606500209,85606500209,DEEP EDDY VODKA   RUBY RED  LT,00856065002097,DE SPIRITS LLC 1L BOTTLE - RR,NEED TO INSPECT
72835,2021-08-10 01:16:48.000000,070897013315,070897013315,12/1/25CN FOSTER'S,00070897013315,FOSTERS LAGER BEER 1 CT 25 OZ CAN 25.4 OZ,NEED TO INSPECT
72852,2021-08-10 01:20:23.000000,,710909720106,MER SOLEIL SILVER CHARD 750,00710909720106,SILVER MONTEREY COUNTY UNOAKED CHARDONNAY 2018 12/750ML BOTTLE,NEED TO INSPECT
72866,2021-08-10 01:29:23.000000,00082000782513,00082000782506,SM FLAVORS RED W&B 4/6 NR,00082000782506,SMIRNOFF RED WHITE & BERRY 4/6/11.2OZ BOTTLES,NEED TO INSPECT
72867,2021-08-10 01:29:23.000000,00082000782513,00082000782506,SM FLAVORS RED W&B 4/6 NR,00082000782513,SMIRNOFF ICE RED WHITE & BERRY MALT BEVERAGE 24 CT 11 OZ GLASS BOTTLE IN BOX 268.8 OZ,NEED TO INSPECT
72937,2021-08-10 01:00:55.000000,,00864451000305,WW RASP BURST 24/12 4/6 CN,00864451000305,WICKED WEED BREWING BURST 6PACK WRAP 12OZ CAN,NEED TO INSPECT
72943,2021-08-10 01:15:04.000000,07089701331,07089701331,12/1/25CN FOSTER'S,00070897013315,FOSTERS LAGER BEER 1 CT 25 OZ CAN 25.4 OZ,NEED TO INSPECT
72976,2021-08-10 01:22:59.000000,00087692012047,00087692011675,TRU ICE T VAR 2-12-12 CAN,00087692011675,TRULY WRAP 12X12OZ SLIM CAN TRULY TEA VARIETY PACK VP,NEED TO INSPECT
72987,2021-08-10 01:19:39.000000,00611269213843,00611269212457,RB KIWI TWIST 12Z SINGLES,00611269213843,RED BULL - BEVERAGE GREEN EDITION 12OZ TRAY,NEED TO INSPECT
72988,2021-08-10 01:22:19.000000,876063002011,109763,14OZ PL MM CHOC 1/12,00876063002011,CYTOSPORT MUSCLE MILK CHOCOLATE DRINK 12/14OZ PET,NEED TO INSPECT
73018,2021-08-10 01:57:14.000000,,00859681004728,CRUX FERMENT C 6/4/16 VELVE,00859681004728,THE VELVET UNDERPANTS 4-PACK 16OZ CANS,NEED TO INSPECT
73030,2021-08-10 01:44:24.000000,00785515702006,00785515701009,SA SPRING 4/6/12 CN,00785515701009,SAINT ARNOLD SEASONAL BEER 6 CT 12 OZ CAN 72 OZ,NEED TO INSPECT
73042,2021-08-10 01:50:43.000000,00071990095178,00071990095161,BLU BLUE MOON 2-12-12 BTL,00071990095178,BLUE MOON BELGIAN WHITE ALE BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
73043,2021-08-10 01:50:43.000000,00071990095178,00071990095161,BLU BLUE MOON 2-12-12 BTL,00071990095161,BLUE MOON BELGIAN WHITE ALE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
73052,2021-08-10 01:44:11.000000,85606500201,85606500201,DEEP EDDY SWEET TEA VODKA  LT,00856065002011,DE SPIRITS LLC 1L BOTTLE - DESTV,NEED TO INSPECT
73130,2021-08-10 01:58:03.000000,082488127509,082488127004,BECKS NA 4/6 NR 24/12,00082488127509,HAAKE BECK NA MALT BEVERAGE 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
73131,2021-08-10 01:58:03.000000,082488127509,082488127004,BECKS NA 4/6 NR 24/12,00082488127004,HAAKE BECK NA MALT BEVERAGE 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
73144,2021-08-10 01:47:37.000000,00611269917475,00611269818994,RB 12Z SINGLES,00611269917475,RED BULL - BEVERAGE ENERGY DRINK 12OZ TRAY,NEED TO INSPECT
73209,2021-08-10 01:41:37.000000,00635985260905,00635985260899,WC HRD BLK CHR C24 12OZ 12P,00635985260899,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
73238,2021-08-10 01:49:07.000000,080660956251,00088586004483,750    HOT TO TROT 16 RED BLEND,00080660956251,CORONA LIGHT BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
73268,2021-08-10 01:34:43.000000,00018200958847,00018200008559,BL LIME       STRW 6/4/16 %,00018200958847,BUD LIGHT STRAW-BER-RITA 6/4/16OZ CAN,NEED TO INSPECT
73290,2021-08-10 01:36:48.000000,00850000120327,00850000120327,BRS VARIETY 2/12 CAN 12OZ  BRS VARIE,00850000120327,BOLD ROCK / (HARD SELTZER) MIX PACK SELTZER - 12PK,NEED TO INSPECT
73292,2021-08-10 01:01:34.000000,034100175054,034100175054,MGD F6,00034100175054,MILLER GENUINE DRAFT BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
73312,2021-08-10 01:26:55.000000,018200967313,018200069918,ULT 2/12PK SLIMCAN,00018200069918,MICHELOB ULTRA BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
73313,2021-08-10 01:26:55.000000,018200967313,018200069918,ULT 2/12PK SLIMCAN,00018200967313,MICHELOB ULTRA BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
73316,2021-08-10 01:26:55.000000,018200258787,018200258787,AB-NATDAD 6P/16Z C,00018200258787,NATTY DADDY LAGER BEER 6 CT 16 OZ CAN 96 OZ,NEED TO INSPECT
73387,2021-08-10 01:35:55.000000,00631234100039,00631234300026,SW H2O 420 6PK NR 12OZ,00631234100039,SWEETWATER 420 EXTRA PALE ALE BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
73388,2021-08-10 01:35:55.000000,00631234100039,00631234300026,SW H2O 420 6PK NR 12OZ,00631234300026,SWEETWATER 420 EXTRA PALE ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
73403,2021-08-10 01:08:56.000000,,085200918751,S HOME MOSCATO 4PK 24C PET - CS24-187ML,00085200918751,SUTTER MH MSCTO DM MSCTL/MSCT 187 ML,NEED TO INSPECT
73473,2021-08-10 01:25:54.000000,018200258787,018200258787,AB-NATDAD 6P/16Z C,00018200258787,NATTY DADDY LAGER BEER 6 CT 16 OZ CAN 96 OZ,NEED TO INSPECT
73537,2021-08-10 01:31:40.000000,00078000033892,00078000033892,A&W C 10PK 7.5OZ ROOTBEER,00078000033892,A&W ROOT BEER SODA 3/10/7.5OZ CANS,NEED TO INSPECT
73543,2021-08-10 01:30:40.000000,00078000011814,00078000011814,7-UP C 12PK 2/12 ZERO,00078000011814,7UP DIET ZERO SODA 2/12/12OZ CANS ,NEED TO INSPECT
73596,2021-08-10 01:53:10.000000,012000813313,,13.7OZ NR FRAP VAN 1/12,00012000813313,STARBUCKS FRAPPUCCINO VANILLA COFFEE 13.7OZ BOTTLE,NEED TO INSPECT
73607,2021-08-10 01:54:55.000000,082000778264,082000757481,SM ICE SCRWDRVR 6NR,00082000757481,SMIRNOFF MALT BEVERAGE 6 CT 11 OZ GLASS BOTTLE IN CRTN 67.2 OZ,NEED TO INSPECT
73611,2021-08-10 01:44:37.000000,00018200283260,00018200200199,ULTRA PRICKLY 2-12/12 BTL,00018200200199,MICHELOB ULTRA LIME CACTUS BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
73621,2021-08-10 01:44:16.000000,819942003334,819942003044,OB CAN O BLISS IPA 6PK CAN,00819942003334,CAN-O-BLISS 12OZ NEW *USE*,NEED TO INSPECT
73636,2021-08-10 01:58:35.000000,082000778264,082000757481,SM ICE SCRWDRVR 6NR,00082000757481,SMIRNOFF MALT BEVERAGE 6 CT 11 OZ GLASS BOTTLE IN CRTN 67.2 OZ,NEED TO INSPECT
73665,2021-08-10 01:55:28.000000,018200005015,018200005015,BLT DFT 1/2 BBL,00018200005015,BUD LIGHT BEER 1 CT 1984 OZ KEG 1984 OZ,NEED TO INSPECT
73666,2021-08-10 01:49:31.000000,,00814559020613,YH WINTER 24/12 4/6 CN,00814559020613,YEE-HAW SEASONAL 6-PACK CARTON,NEED TO INSPECT
73744,2021-08-10 01:54:47.000000,08858660183,08858660183,CSM CAB 750ML,00088586601835,CHATEAU STE MICHELLE CABERNET SAUVIGNON COLUMBIA VALLEY 12/750ML,NEED TO INSPECT
73752,2021-08-10 01:50:34.000000,085000025031,,CARLO ROSSI PINK MOSCATO SANGRIA 750.000 ML,00085000025031,C ROSSI SOFT WH TABLE OTHER 750 ML,NEED TO INSPECT
73760,2021-08-10 01:53:32.000000,08066095615,08066095615,2/12/12NR CORONA,00080660956152,CORONA EXTRA BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
73793,2021-08-10 01:53:28.000000,080660956152,080660956152,2/12/12NR CORONA,00080660956152,CORONA EXTRA BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
73799,2021-08-10 01:56:47.000000,00084704091120,00084704091472,750    KORBEL EX DRY,00084704091472,KORBEL SPARKLING CALIFORNIA EXTRA DRY CHAMPAGNE 12/750ML,NEED TO INSPECT
73828,2021-08-10 01:45:22.000000,00087692006619,00087692006602,AO ROSE 6PK BT,00087692006619,ANGRY ORCHARD CARTON 4X6PK MOTHER ANGRY ORCHARD ROSE,NEED TO INSPECT
73829,2021-08-10 01:45:22.000000,00087692006619,00087692006602,AO ROSE 6PK BT,00087692006602,ANGRY ORCHARD CARRIER 6X12OZ BOTTLES ANGRY ORCHARD ROSE,NEED TO INSPECT
73887,2021-08-10 01:47:29.000000,00078250006196,00078250006189,ALLOY WATERMLN 1/12/24 CN,00078250006189,STEEL RESERVE 211 ALLOY SERIES MARGARITA MALT BEVERAGE 1 CT 24 OZ CAN 24 OZ,NEED TO INSPECT
73888,2021-08-10 01:47:29.000000,00078250006196,00078250006189,ALLOY WATERMLN 1/12/24 CN,00078250006196,STEEL RESERVE 211 ALLOY SERIES SPIKED WATERMELON MALT BEVERAGE 1 CT 24 OZ CAN 24 OZ,NEED TO INSPECT
73930,2021-08-10 01:43:09.000000,022100000742,022100000742,PBR 16OZ 4-6PK CN,00022100000742,PABST BLUE RIBBON BEER 6 CT 16 OZ CAN 96 OZ,NEED TO INSPECT
73953,2021-08-10 01:42:51.000000,89450900058,89450900058,THREE THIEVES BDT CHARD PRISMA,00894509000582,BANDIT CAL CHARDONNAY 1.0 LTR,NEED TO INSPECT
73972,2021-08-10 01:51:38.000000,855417003294,855417003294,KAR STRAWBERRY FIELDS 4/6 CN 12OZ,00855417003294,SEASONAL 12 OZ CAN 6 PACK CANS,NEED TO INSPECT
74008,2021-08-10 01:38:23.000000,018200000430,018200219863,BUD LIGHT 25OZ CAN 5 X 3PK,00018200000430,NATURAL LIGHT BEER 6 CT 16 OZ CAN 96 OZ,NEED TO INSPECT
74065,2021-08-10 01:13:17.000000,20085000025585,00085000025581,1.5    GALLO FAM VNYD SWEET APPLE,00085000025581,GALLO FM SW APL FRUIT OTHER 1.5 LTR,NEED TO INSPECT
74092,2021-08-10 01:36:56.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
74093,2021-08-10 01:36:56.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
74100,2021-08-10 01:28:53.000000,070310014844,070310014844,SEA SPK STRAW BLAST 12/23.5OZ CANS,00070310014844,SEAGRAMS ESCAPES SPIKED STRAWBERRY DAIQUIRI MALT BEVERAGE 1 CT 24 OZ CAN 23.5 OZ,NEED TO INSPECT
74125,2021-08-10 01:16:08.000000,,071990095321,12OZ B6P BM ICED COFFEE BLONDE,00071990095321,BLUE MOON SEASONAL COLLECTION BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
74147,2021-08-10 01:09:43.000000,85000028407,,BAREFOOT ROSE TETRA,00850000284074,ARCADIA CONJUGAL 750 ML,NEED TO INSPECT
74171,2021-08-10 01:05:24.000000,00747301003285,00747301003278,KY BBA 6/4 LN,00747301003278,KENTUCKY ALE BOURBON BARREL 4 PAK,NEED TO INSPECT
74172,2021-08-10 01:05:24.000000,00747301003285,00747301003278,KY BBA 6/4 LN,00747301003285,KENTUCKY ALE BOURBON BARREL 12 OZ BOTTLE,NEED TO INSPECT
74366,2021-08-10 01:10:47.000000,798449008113,,COOP HAWK PKG SCARLETTO SCARLETTO,00798449008113,ACE CIDER PINEAPPLE 4/6/12OZ BOTTLE,NEED TO INSPECT
74429,2021-08-10 01:49:49.000000,00854599007021,00854599007021,MS VARIETY 24/12 2/12 CN,00854599007021,MIGHTY SWELL MIXED CASE 12PK-V1,NEED TO INSPECT
74443,2021-08-10 01:55:28.000000,062067051623,00815132010069,750    MASI AGRICOLA 19 VALPOLICELLA,00062067051623,LABATT BLUE BEER 1 CT 24 OZ CAN 24 OZ,NEED TO INSPECT
74458,2021-08-10 01:58:55.000000,00786243119920,00786243119906,F/D RAGING IPA 12 OZ NR 4/6,00786243119906,FLYING DOG RAGING BITCH BELGIAN STYLE IPA BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
74459,2021-08-10 01:58:55.000000,00786243119920,00786243119906,F/D RAGING IPA 12 OZ NR 4/6,00786243119920,FLYING DOG RAGING BITCH BELGIAN-STYLE IPA 4/6/12OZ BOTTLE,NEED TO INSPECT
74511,2021-08-10 01:56:42.000000,00018200963230,00018200149917,BL LIME 4/6/12 LN,00018200963230,BUD LIGHT LIME BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
74512,2021-08-10 01:56:42.000000,00018200963230,00018200149917,BL LIME 4/6/12 LN,00018200149917,BUD LIGHT LIME BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
74613,2021-08-10 01:32:06.000000,00898999010229,00898999011325,VC PURE 12/16.9OZ PET,00898999011325,VITA COCO NATURAL COCONUT WATER 12/500ML PET,NEED TO INSPECT
74619,2021-08-10 01:41:58.000000,859518002330,00791784901507,1.5    NEVADA COUNTY NV OUR DAILY RE,00859518002330,STOWAWAY INDIA PALE ALE 12PK OF 12OZ CANS,NEED TO INSPECT
74629,2021-08-10 01:31:12.000000,080660956251,00081308317977,750    FISH EYE 19 CHARDONNAY,00080660956251,CORONA LIGHT BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
74676,2021-08-10 01:10:58.000000,00018200479403,00018200479403,ULTRA 1/2BBL,00018200479403,MICHELOB LIGHT BEER 1 CT 1984 OZ KEG 1984 OZ,NEED TO INSPECT
74708,2021-08-10 01:34:36.000000,082488127509,082488127004,BECKS NA 24/12 4/6 NR,00082488127509,HAAKE BECK NA MALT BEVERAGE 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
74709,2021-08-10 01:34:36.000000,082488127509,082488127004,BECKS NA 24/12 4/6 NR,00082488127004,HAAKE BECK NA MALT BEVERAGE 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
74719,2021-08-10 01:32:50.000000,00087692009924,00087692009917,ADAMS TRULY LEMON VAR 12/12 CAN,00087692009917,TRULY WRAP 12X12OZ SLIM CAN TRULY VARIETY PACK VP LEMONADE,NEED TO INSPECT
74720,2021-08-10 01:32:50.000000,00087692009924,00087692009917,ADAMS TRULY LEMON VAR 12/12 CAN,00087692009924,TRULY TRAY 2X12PK CANS TRULY VARIETY PACK VP LEMONADE,NEED TO INSPECT
74737,2021-08-10 01:16:29.000000,856229002161,856229002161,SANTAN TAN VARIETY 2/12/12 CAN,00856229002161,MIXED SANTAN 12 PACK,NEED TO INSPECT
74771,2021-08-10 01:15:38.000000,089924278962,088232003181,VND PNT GRG TETRA,00089924278962,YUENGLING TRADITIONAL LAGER BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
74780,2021-08-10 01:56:59.000000,08858660183,08858660183,CSM CAB 750ML,00088586601835,CHATEAU STE MICHELLE CABERNET SAUVIGNON COLUMBIA VALLEY 12/750ML,NEED TO INSPECT
74799,2021-08-10 01:39:46.000000,00736920114397,00736920114397,GI IPA 6/4/16 CAN,00736920114397,GOOSE ISLAND IPA BEER 4 CT 16 OZ CAN 64 OZ,NEED TO INSPECT
74901,2021-08-10 01:53:57.000000,08600378036,08600378036,MOND CHARD BUTTERY PVT SEL 750,00086003780361,R MNDVI PS BTTR CHARDONNAY 750 ML,NEED TO INSPECT
74984,2021-08-10 01:57:51.000000,754527000660,754527000660,NB-VD IPA 6PK BOTTLE,00754527000660,NEW BELGIUM VOODOO RANGER IPA 4/6/12OZ CANS,NEED TO INSPECT
74991,2021-08-10 01:42:01.000000,087692011071,087692011033,S ADAMS COLD SNAP 2/12 12 OZ NR,00087692011071,SAMUEL ADAMS TRAY 2X12PK BOTTLES SAMUEL ADAMS SEASONAL,NEED TO INSPECT
75008,2021-08-10 01:53:24.000000,034100087166,034100087166,4/6/12NR REDD'S HARD APPLE,00034100087166,REDDS APPLE ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
75066,2021-08-10 01:47:50.000000,034100572099,034100575090,LITE 2/12/12 LN,00034100572099,MILLER LITE BEER 1 CT 12 OZ CAN 12 OZ,NEED TO INSPECT
75074,2021-08-10 01:40:54.000000,00087692009924,00087692009917,SA TRULY LEMN MIX 2/12C,00087692009917,TRULY WRAP 12X12OZ SLIM CAN TRULY VARIETY PACK VP LEMONADE,NEED TO INSPECT
75075,2021-08-10 01:40:54.000000,00087692009924,00087692009917,SA TRULY LEMN MIX 2/12C,00087692009924,TRULY TRAY 2X12PK CANS TRULY VARIETY PACK VP LEMONADE,NEED TO INSPECT
75110,2021-08-10 01:43:56.000000,00635985200246,00635985200253,MIK WHT BL CHE 4-6-12 CAN,00635985200253,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
75251,2021-08-10 01:52:19.000000,00754527000233,00754527000226,NEW BELGIUM FAT TIRE 4/6,00754527000233,FAT TIRE AMBER ALE 6PK BTL,NEED TO INSPECT
75258,2021-08-10 01:36:53.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
75259,2021-08-10 01:36:53.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
75317,2021-08-10 01:40:16.000000,00635985258551,00635985258759,MIKE LEM 24/16 OZ CANS,00635985258551,MIKES HARDER LEMONADE 6 / 4 PACK 16OZ,NEED TO INSPECT
75323,2021-08-10 01:43:16.000000,00635985258551,00635985258759,MIKE LEM 24/16 OZ CANS,00635985258551,MIKES HARDER LEMONADE 6 / 4 PACK 16OZ,NEED TO INSPECT
75475,2021-08-10 01:34:35.000000,034100175092,034100175092,MGD F12,00034100175092,MILLER GENUINE DRAFT BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
75487,2021-08-10 01:05:18.000000,00087692000174,00087692000174,12 PK  ANGRY VARIETY 2/12/12 OZ BT,00087692000174,ANGRY ORCHARD CARTON 12X12OZ BOTTLES ANGRY ORCHARD VARIETY PACK VP,NEED TO INSPECT
75492,2021-08-10 01:17:14.000000,00080660957883,00080660957876,NEGRA MODELO 2/12/12 LNNR,00080660957883,MODELO NEGRA BEER 24 CT 12 OZ GLASS BOTTLE IN BOX 288 OZ,NEED TO INSPECT
75493,2021-08-10 01:17:14.000000,00080660957883,00080660957876,NEGRA MODELO 2/12/12 LNNR,00080660957876,MODELO NEGRA BEER 12 CT 12 OZ GLASS BOTTLE IN BOX 144 OZ,NEED TO INSPECT
75531,2021-08-10 01:27:37.000000,00635985100348,00635985100331,WC HRD MANGO C24 12OZ 12P,00635985100331,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 12 CT 12 OZ CAN 144 OZ,NEED TO INSPECT
75558,2021-08-10 01:13:54.000000,754527000233,754527000226,NB FAT TIRE 4/6 NR 24/12,00754527000233,FAT TIRE AMBER ALE 6PK BTL,NEED TO INSPECT
75581,2021-08-10 01:02:56.000000,,00860366001765,MAC & JACK C 4/6 LOG BOOM,00860366001765,LOG BOOM PALE ALE 12 OZ CAN / SIX PACK,NEED TO INSPECT
75600,2021-08-10 01:47:46.000000,034100572099,034100575090,LITE 2/12/12 LN,00034100572099,MILLER LITE BEER 1 CT 12 OZ CAN 12 OZ,NEED TO INSPECT
75636,2021-08-10 01:58:28.000000,00857280008895,00857280008871,FE V SWT HEAT C24 12OZ 6P,00857280008895,FLYING EMBERS SWEET & HEAT HARD SELTZER VARIETY 12OZ CASE,NEED TO INSPECT
75675,2021-08-10 01:22:36.000000,00631234400047,00631234400047,SW V 420 STASH C24 12OZ 12P,00631234400047,SWEETWATER 420 STRAIN STASH BOX HYBRID VARIETY PACK BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
75692,2021-08-10 01:10:37.000000,072890000163,072890000163,2/12/12NR HEINEKEN,00072890000163,HEINEKEN BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
75829,2021-08-10 01:23:02.000000,087692006619,786150001493,STELLA ARTOIS LAGER 18/11.2Z NR,00087692006619,ANGRY ORCHARD CARTON 4X6PK MOTHER ANGRY ORCHARD ROSE,NEED TO INSPECT
75835,2021-08-10 01:21:46.000000,867482000085,867482000085,ORPHEUS ALL YOU GET HAZY SOUR 4/6/12Z CN,00867482000085,THE RITES INDIA PALE ALE,NEED TO INSPECT
75883,2021-08-10 01:46:48.000000,00855417003997,00855417003973,KAR LOV STREET 4/6 LNNR 24/12,00855417003997,LOVE STREET 12 OZ BOTTLE MOTHER CARTON,NEED TO INSPECT
75892,2021-08-10 01:45:42.000000,00855417003997,00855417003973,KAR LOV STREET 4/6 LNNR 24/12,00855417003997,LOVE STREET 12 OZ BOTTLE MOTHER CARTON,NEED TO INSPECT
75901,2021-08-10 01:47:00.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985500056,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
75902,2021-08-10 01:47:00.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985548904,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
75905,2021-08-10 01:44:38.000000,00635985100508,00635985260394,MIK WHT MANGO 12-19.2 CAN,00635985260394,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 1 CT 19 OZ CAN 19.2 OZ,NEED TO INSPECT
75921,2021-08-10 01:44:11.000000,00635985800071,00635985800064,MIK WHTCLW VP2 2-12-12 CAN,00635985800071,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
75922,2021-08-10 01:44:11.000000,00635985800071,00635985800064,MIK WHTCLW VP2 2-12-12 CAN,00635985800064,WHITE CLAW HARD SELTZER FLAVOR COLLECTION NO 2 VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
76005,2021-08-10 01:47:49.000000,034100572099,034100575090,LITE 2/12/12 LN,00034100572099,MILLER LITE BEER 1 CT 12 OZ CAN 12 OZ,NEED TO INSPECT
76018,2021-08-10 01:43:16.000000,08068640720,08068640720,GRAND DAD BOURBON  LT,00080686407201,OGD BBN ST 4YR 1000X12 43% US GLS REFUN,NEED TO INSPECT
76162,2021-08-10 01:54:14.000000,858770002447,858770002447,OMB COPPER 4/6/12 BTL,00858770002447,THE OLDE MECKLENBURG BREWERY COPPER ALTBIER - 6-12OZ PACK,NEED TO INSPECT
76170,2021-08-10 01:48:09.000000,00034100008703,00034100008703,ALLOY STRWBRY 6/4/16 CN,00034100008703,STEEL RESERVE 211 ALLOY SERIES SPIKED STRAWBERRY BURST MALT BEVERAGE 4 CT 16 OZ CAN 64 OZ,NEED TO INSPECT
76230,2021-08-10 01:53:06.000000,00018200964367,00018200129896,ULTRA PPEAR 4/6LN,00018200129896,MICHELOB ULTRA LIME CACTUS BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
76231,2021-08-10 01:53:06.000000,00018200964367,00018200129896,ULTRA PPEAR 4/6LN,00018200964367,MICHELOB ULTRA LIME CACTUS BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
76234,2021-08-10 01:55:08.000000,00854235005114,00854235005114,CHAOS SQUATCH 4/6 LNNR 12OZ,00854235005114,CHAOS MOUNTAIN BREWING SQUATCH ALE- CASE OF 4/6PACK,NEED TO INSPECT
76239,2021-08-10 01:47:05.000000,00611269546248,00611269546026,SF RB 20Z,00611269546248,RED BULL - BEVERAGE SUGARFREE 16OZ TRAY,NEED TO INSPECT
76240,2021-08-10 01:47:05.000000,00611269546248,00611269546026,SF RB 20Z,00611269546026,RED BULL - BEVERAGE SUGARFREE 16OZ EACH,NEED TO INSPECT
