,DISTRIBUTOR_FDC_ID,DISTRIBUTOR_FTS_ID,INVOICE_UPDATE_DATETIME,INVOICE_UPC_CASE,INVOICE_UPC_PACK,INVOICE_PACKAGE_DESCRIPTION,GTIN,PRODUCT_DESCRIPTION,new_invoice_description
79765,28584,28584,2021-08-10 01:35:15.000000,085000024904,,APOTHIC INFERNO RED 750.000 ML,00085000024904,TURNING LEAF CABERNET SAUV 750 ML,NEED TO INSPECT
79776,14998,14998,2021-08-10 01:03:44.000000,00860366001772,00860366001772,MAC & JACK C 4/6 OUTHAUL,00860366001772,OUTHAUL IPA 12 OZ CAN / SIX PACK INDIA PALE ALE,NEED TO INSPECT
79797,467,467,2021-08-10 01:02:07.000000,02210000170,02210000170,2/12/12CN PABST,00022100001701,PABST BLUE RIBBON BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
79933,20,20,2021-08-10 01:53:52.000000,00869037000380,00869037000380,BABE ROS?     6/4 8.4OZ CN,00869037000380,SWISH BABE ROSÉ WITH BUBBLES 4PK,NEED TO INSPECT
79945,16012,16012,2021-08-10 01:48:29.000000,00082000786344,00082000786337,SI SMSH STR LM C12 23.5OZ,00082000786337,SMIRNOFF ICE SMASH STRAWBERRY PLUS LEMON MALT BEVERAGE 1 CT 16 OZ CAN 16 OZ,NEED TO INSPECT
79974,11445,11445,2021-08-10 01:30:44.000000,00082000725701,00082000725695,SM ICE 12/24 LNNR,00082000725695,SMIRNOFF ICE MALT BEVERAGE 1 CT 24 OZ GLASS BOTTLE 24 OZ,NEED TO INSPECT
79975,11445,11445,2021-08-10 01:30:44.000000,00082000725701,00082000725695,SM ICE 12/24 LNNR,00082000725701,SMIRNOFF ICE MALT BEVERAGE 12 CT 24 OZ GLASS BOTTLE IN BOX 288 OZ,NEED TO INSPECT
79984,13,13,2021-08-10 01:33:22.000000,00042572044242,00042572044044,BIN SCHOFFERHO 6/4/16.9 OZ CN,00042572044044,SCHOFFERHOFER GRAPEFRUIT HEFEWEIZEN BEER 4 CT 16 OZ PLASTIC WRAPPED CAN 64 OZ,NEED TO INSPECT
79991,11035,11035,2021-08-10 01:34:13.000000,08600378021,086003780217,MOND CAB BBN BRL AGED PVT SEL,00086003780217,R MNDVI PVT SEL CABERNET SAUV 750 ML,NEED TO INSPECT
80002,14999,14999,2021-08-10 01:09:29.000000,00078000053166,00078000053166,A&W C 12PK 2/12ZERO ROOTB,00078000053166,A&W DIET ROOT BEER SODA 24/12OZ CANS,NEED TO INSPECT
80099,14998,14998,2021-08-10 01:06:07.000000,00078000053166,00078000053166,A&W C 12PK 2/12ZERO ROOTB,00078000053166,A&W DIET ROOT BEER SODA 24/12OZ CANS,NEED TO INSPECT
80179,13278,13278,2021-08-10 01:17:06.000000,018200958762,018200250149,RITA LIME 6% 15/25OZ,00018200250149,BUD LIGHT LIME LIME A RITA MALT BEVERAGE 1 CT 25 OZ CAN 25 OZ,NEED TO INSPECT
80212,8670,8670,2021-08-10 01:16:01.000000,00858945005037,00858945005037,LOST FORTY ROCKHND 4/6/12,00858945005037,ROCKHOUND IPA 6 PACK 12 OZ CANS,NEED TO INSPECT
80344,4082,4082,2021-08-10 01:27:50.000000,850598008564,850598008564,KAR CRAWFORD BOCK 4/6 CN 12OZ,00850598008564,ASTROS BEER PROJECT 6PK,NEED TO INSPECT
80353,27386,27386,2021-08-10 01:03:15.000000,080686507208,080686507208,OLD CROW STRAIGHT BOURBON 80 1L,00080686507208,CRO BBN 3YR 1000X12 40% US GLS 7D,NEED TO INSPECT
80381,16601,16601,2021-08-10 01:22:39.000000,00852510004500,00852510004500,3 SHEEPS BON BON 4/6,00852510004500,SEASONAL RELEASE-6 RELEASE,NEED TO INSPECT
80413,40940,40940,2021-08-10 01:22:42.000000,034100572099,034100575090,LITE 2/12/12 LN,00034100572099,MILLER LITE BEER 1 CT 12 OZ CAN 12 OZ,NEED TO INSPECT
80425,467,467,2021-08-10 01:30:12.000000,082000762003,082000762003,4/6/11.2NR SMIRNOFF ICE HURRICANE PUNCH,00082000762003,SMIRNOFF ICE PEACH BELLINI MALT BEVERAGE 6 CT 11 OZ LONG NECK BTL CRTN 67.2 OZ,NEED TO INSPECT
80427,9369,9369,2021-08-10 01:01:03.000000,635985500056,635985548904,MIKES WHT CLAW VAR 2/12/12 CN,00635985500056,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
80428,9369,9369,2021-08-10 01:01:03.000000,635985500056,635985548904,MIKES WHT CLAW VAR 2/12/12 CN,00635985548904,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
80435,13540,13540,2021-08-10 01:06:40.000000,080660956251,00088474018202,750    SCHMITT SOHNE 19 RIESLING BLU,00080660956251,CORONA LIGHT BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
80452,16601,16601,2021-08-10 01:02:02.000000,,00819942001828,OSKAR BLUES BLISS RES 4/6,00819942001828,CAN-O-BLISS RESINOUS 6-PACK CARTON,NEED TO INSPECT
80471,14998,14998,2021-08-10 01:06:42.000000,00078000033892,00078000033892,A&W C 10PK 7.5OZ ROOTBEER,00078000033892,A&W ROOT BEER SODA 3/10/7.5OZ CANS,NEED TO INSPECT
80500,467,467,2021-08-10 01:21:18.000000,080660956152,080660956152,2/12/12NR CORONA,00080660956152,CORONA EXTRA BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
80532,14998,14998,2021-08-10 01:06:05.000000,00078000053166,00078000053166,A&W C 12PK 2/12ZERO ROOTB,00078000053166,A&W DIET ROOT BEER SODA 24/12OZ CANS,NEED TO INSPECT
80535,14998,14998,2021-08-10 01:32:47.000000,00016571953393,00016571953393,TR ICE P12PACK 17PINK VARIETY,00016571953393,SPARKLING ICE VARIETY PINK PACK 12/17OZ PLASTIC BOTTLES,NEED TO INSPECT
80548,14998,14998,2021-08-10 01:09:56.000000,00632432333151,00632432333106,GUAYAKI C12/12 SPARK GOLD,00632432333151,GUAYAKI YERBA MATE CLASSIC GOLD SPARK 12/12OZ CANS,NEED TO INSPECT
80620,6679006,143532,2021-08-10 01:07:16.000000,00083783228236,00083783228229,SN WANDERLAND B24 12OZ 6P,00083783228229,SIERRA NEVADA SEASONAL BEER 6 CT 12 OZ GLASS BOTTLE IN CRTN 72 OZ,NEED TO INSPECT
80651,7086,7086,2021-08-10 01:21:56.000000,087692006619,786150001493,STELLA ARTOIS LAGER 18/11.2Z NR,00087692006619,ANGRY ORCHARD CARTON 4X6PK MOTHER ANGRY ORCHARD ROSE,NEED TO INSPECT
80730,13540,13540,2021-08-10 01:25:13.000000,087692171027,00083120102892,5.0    FRANZIA NV CRISP WHITE,00087692171027,TWISTED TEA CARRIER 6X12OZ BOTTLES TWISTED TEA BLUEBERRY,NEED TO INSPECT
80747,10602,10602,2021-08-10 01:21:26.000000,00611269546248,00611269546026,SF RB 20Z,00611269546248,RED BULL - BEVERAGE SUGARFREE 16OZ TRAY,NEED TO INSPECT
80748,10602,10602,2021-08-10 01:21:26.000000,00611269546248,00611269546026,SF RB 20Z,00611269546026,RED BULL - BEVERAGE SUGARFREE 16OZ EACH,NEED TO INSPECT
80789,14999,14999,2021-08-10 01:30:01.000000,00016571953393,00016571953393,TR ICE P12PACK 17PINK VARIETY,00016571953393,SPARKLING ICE VARIETY PINK PACK 12/17OZ PLASTIC BOTTLES,NEED TO INSPECT
80800,57,57,2021-08-10 01:05:17.000000,00704361121113,00704361990245,GL OHIO OATMEA 4/6 PK NR,00704361121113,GREAT LAKES SEASONAL – LEMON HEFE – OKTOBERFEST – SEAS SMASH IPA – CONWAY IRISH RED ALE 4/6/12OZ,NEED TO INSPECT
80801,57,57,2021-08-10 01:05:17.000000,00704361121113,00704361990245,GL OHIO OATMEA 4/6 PK NR,00704361990245,GREAT LAKES SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
80832,10512,10512,2021-08-10 01:02:47.000000,,0856065002042,DEEP EDDY VODKA LITER,00856065002042,DE SPIRITS LLC 1L BOTTLE - DEV,NEED TO INSPECT
80890,42541,42541,2021-08-10 01:36:53.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
80891,42541,42541,2021-08-10 01:36:53.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
80912,9993,9993,2021-08-10 01:01:58.000000,00034100575090,00034100575090,LITE 2/12/12 LNNR,00034100575090,MILLER LITE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
80934,125,125,2021-08-10 01:05:43.000000,00704361121113,00704361990245,GL IRISH ALE 4/6 PK NR,00704361990245,GREAT LAKES SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
80949,12312,12312,2021-08-10 01:22:22.000000,00018200963247,00018200149900,BL LIME 2/12/12 LNNR,00018200963247,BUD LIGHT LIME BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
80970,6684,6684,2021-08-10 01:37:30.000000,00087692291053,00087692291039,SAM SPRNG SESN NR 2/12/12,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
80971,6684,6684,2021-08-10 01:37:30.000000,00087692291053,00087692291039,SAM SPRNG SESN NR 2/12/12,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
81047,20,20,2021-08-10 01:38:18.000000,00018200533082,00018200533082,BLT           18/12 NR,00018200533082,BUD LIGHT BEER 18 CT 12 OZ LONG NECK BTL IN BOX 216 OZ,NEED TO INSPECT
81070,6679006,143532,2021-08-10 01:09:44.000000,00754527009946,00754527009946,NB VD CPTN DYN C24 12OZ 6P,00754527009946,NEW BELGIUM VOODOO ROTATING IPA SERIES BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
81132,6642947,140395,2021-08-10 01:11:37.000000,018200961199,018200189920,BL PLAT 12PK NR,00018200189920,BUD LIGHT PLATINUM LAGER BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
81133,6642947,140395,2021-08-10 01:11:37.000000,018200961199,018200189920,BL PLAT 12PK NR,00018200961199,BUD LIGHT PLATINUM LAGER BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
81143,27,27,2021-08-10 01:21:32.000000,00723830014060,00723830014060,LAG L SUMPN C24 12OZ 6P,00723830014060,LAGUNITAS A LITTLE SUMPIN SUMPIN ALE BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
81183,123,123,2021-08-10 01:30:38.000000,00085200105823,00085200005796,SEAGLASS PINOT GRIGIO,00085200005796,SUTTER HM SV BL SAV BL/FME BL 1.5 LTR,NEED TO INSPECT
81194,10000,10000,2021-08-10 01:56:57.000000,00082000794981,00082000792574,SS V SEASONAL C24 12OZ 12P,00082000792574,SMIRNOFF SELTZER CHERRY CITRUS & BLUE RASPBERRY MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
81202,12368,12368,2021-08-10 01:56:19.000000,08858662184,08858662184,CSM JO RIES 750ML,00088586621840,CHATEAU STE MICHELLE RIESLING VINTAGE SELECT COLUMBIA VALLEY 12/750ML,NEED TO INSPECT
81211,13017,13017,2021-08-10 01:41:22.000000,00859528003884,00859528003976,BM HOPWORK 4/6 LNNR 12OZ,00859528003884,HOPWORK ORANGE CASE BOTTLES BOX 4/6,NEED TO INSPECT
81264,40940,40940,2021-08-10 01:43:19.000000,034100572099,034100575090,LITE 2/12/12 LN,00034100572099,MILLER LITE BEER 1 CT 12 OZ CAN 12 OZ,NEED TO INSPECT
81441,13017,13017,2021-08-10 01:40:34.000000,00859528003662,00859528003655,SS BARHOPPER 4/6 LNNR 12OZ,00859528003662,BARHOPPER CASE BOX-SOUTH STREET BOX,NEED TO INSPECT
81456,39570,39570,2021-08-10 01:41:03.000000,00630832424646,00630832787864,RA SAMPLER 2/12/12 CN,00630832424646,REAL ALE RABC TRAY,NEED TO INSPECT
81468,40940,40940,2021-08-10 01:59:12.000000,087692010661,087692010142,TRULY LEMONADE 12/24 CN,00087692010661,TWISTED TEA TRAY 2X12PK CAN TWISTED TEA TROPICAL,NEED TO INSPECT
81470,467,467,2021-08-10 01:53:30.000000,080660956152,080660956152,2/12/12NR CORONA,00080660956152,CORONA EXTRA BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
81536,13278,13278,2021-08-10 01:28:39.000000,018200287992,018200202636,ULTRA SEL VAR P 2/12 CA,00018200287992,MICHELOB ULTRA ORGANIC SELTZER VARIETY PACK MALT BEVERAGE 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
81537,13278,13278,2021-08-10 01:28:39.000000,018200287992,018200202636,ULTRA SEL VAR P 2/12 CA,00018200202636,MICHELOB ULTRA ORGANIC SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
81724,14998,14998,2021-08-10 01:27:43.000000,00016571952846,00016571952822,TR ICE C 12/16 CAFF ORANGE,00016571952846,SPARKLING ICE ORANGE PASSIONFRUIT 12/16OZ CANS,NEED TO INSPECT
81745,125,125,2021-08-10 01:05:50.000000,00704361123124,00704361123124,GL GOLD PACK VAR 2/12 PK NR,00704361123124,GREAT LAKES VARIETY PACK BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
81799,40940,40940,2021-08-10 01:22:41.000000,034100572099,034100575090,LITE 2/12/12 LN,00034100572099,MILLER LITE BEER 1 CT 12 OZ CAN 12 OZ,NEED TO INSPECT
81804,541,541,2021-08-10 01:19:40.000000,00860918000192,00860918000192,BULL CITY OFF MAIN 4/6B,00860918000192,OFF MAIN 6-PACK 12OZ BOTTLES,NEED TO INSPECT
81819,11082,11082,2021-08-10 01:01:47.000000,085246139417,085246139417,MAKERS MARK BOURBON 90 1.75LT,00085246139417,MMK BBN 175X6 45% TRAYPACK PD,NEED TO INSPECT
81823,12101,12101,2021-08-10 01:23:21.000000,85603600100,,"NV 375 ROSE CANS, UNDERWOOD CELLARS - 12 PACKS",00856036001005,UNDERWOOD PINOT NOIR 750ML,NEED TO INSPECT
81826,19950,19950,2021-08-10 01:13:20.000000,00754527009946,00754527009946,NB VD HGR PLAN C24 12OZ 6P,00754527009946,NEW BELGIUM VOODOO ROTATING IPA SERIES BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
81829,19950,19950,2021-08-10 01:32:41.000000,00857153002159,00857153002159,SWMP MORN GLOW C24 12OZ 6P,00857153002159,SEASONAL SIX PACK,NEED TO INSPECT
81856,11858,11858,2021-08-10 01:28:09.000000,,00861217000227,BJM YR REWARD 4/6 CN,00861217000227,REWARD PALE ALE RETAIL CAN,NEED TO INSPECT
81928,12783,12783,2021-08-10 01:02:15.000000,08500001681,08500001681,CAMARENA TEQUILA   SILVER  LT,00085000016817,FAMILIA CMR SLV IM TEQ WHITE 1.0 LTR,NEED TO INSPECT
81929,14091,14091,2021-08-10 01:13:45.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985500056,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
81930,14091,14091,2021-08-10 01:13:45.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985548904,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
81974,17598,17598,2021-08-10 01:06:28.000000,631234121133,00631234121133,SW 420 2/12C,00631234121133,SWEETWATER 420 EXTRA PALE ALE BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
82067,11858,11858,2021-08-10 01:05:59.000000,,00861217000227,BJM YR REWARD 4/6 CN,00861217000227,REWARD PALE ALE RETAIL CAN,NEED TO INSPECT
82110,14999,14999,2021-08-10 01:07:38.000000,00632432333151,00632432333106,GUAYAKI C12/12 SPARK GOLD,00632432333151,GUAYAKI YERBA MATE CLASSIC GOLD SPARK 12/12OZ CANS,NEED TO INSPECT
82222,14999,14999,2021-08-10 01:29:05.000000,00016571952846,00016571952822,TR ICE C 12/16 CAFF ORANGE,00016571952846,SPARKLING ICE ORANGE PASSIONFRUIT 12/16OZ CANS,NEED TO INSPECT
82231,12800,12800,2021-08-10 01:12:42.000000,,085200918744,S HOME WZIN 4PK 24C PET - CS24-187ML,00085200918744,SUTTER HM WHITE WHT ZINFANDEL 187 ML,NEED TO INSPECT
82266,52826,52826,2021-08-10 01:20:11.000000,00090478230047,00090478321004,JARRITOS B 24/11.16 SAN,00090478321004,SANGRIA SEÑORIAL 11.6OZ,NEED TO INSPECT
82310,13456,13456,2021-08-10 01:32:02.000000,00635985247449,00635985249443,MIKE BL CHRY 4/6/11.2BT,00635985249443,MIKES HARD LIMEADE MALT BEVERAGE 24 CT 12 OZ GLASS BOTTLE IN BOX 288 OZ,NEED TO INSPECT
82329,6684,6684,2021-08-10 01:04:52.000000,00087692291053,00087692291039,SAM SPRNG SESN NR 2/12/12,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
82330,6684,6684,2021-08-10 01:04:52.000000,00087692291053,00087692291039,SAM SPRNG SESN NR 2/12/12,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
82339,6679006,143532,2021-08-10 01:23:18.000000,00071990095338,00071990095321,BM ICED COFFEE B24 12OZ 6P,00071990095321,BLUE MOON SEASONAL COLLECTION BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
82340,6679006,143532,2021-08-10 01:23:18.000000,00071990095338,00071990095321,BM ICED COFFEE B24 12OZ 6P,00071990095338,BLUE MOON SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
82366,14721,66287,2021-08-10 01:25:29.000000,00684746400432,00684746400432,CT STRAWDAIQ 24/16OZ,00684746400432,CLUBTAILS STRAWBERRY COLADA MALT BEVERAGE 1 CT 16 OZ CAN,NEED TO INSPECT
82429,14999,14999,2021-08-10 01:31:29.000000,00078000052459,00078000052459,A&W 1L P 15/1L ROOTBE,00078000052459,A&W ROOT BEER SODA 15/1L PET,NEED TO INSPECT
82479,14999,14999,2021-08-10 01:57:16.000000,00078000012194,00078000012194,7-UP P4/6/16.9 REGULAR,00078000012194,7UP SODA 4/6/500 ML PLASTIC BOTTLES,NEED TO INSPECT
82545,13540,13540,2021-08-10 01:30:01.000000,080660956251,00081308317977,750    FISH EYE 19 CHARDONNAY,00080660956251,CORONA LIGHT BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
82547,19950,19950,2021-08-10 01:13:22.000000,00754527009946,00754527009946,NB VD HGR PLAN C24 12OZ 6P,00754527009946,NEW BELGIUM VOODOO ROTATING IPA SERIES BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
82565,95,95,2021-08-10 01:28:58.000000,00851464003546,00851464003546,REV PARSN GOLD C24 12OZ 6P,00851464003546,REVOLUTION BREWING CROSS OF GOLD CAN,NEED TO INSPECT
82574,17983,65933,2021-08-10 01:09:49.000000,00087692011071,00087692011033,SEAS SA CS    COLDSNP 2/12BT,00087692011071,SAMUEL ADAMS TRAY 2X12PK BOTTLES SAMUEL ADAMS SEASONAL,NEED TO INSPECT
82575,17983,65933,2021-08-10 01:09:49.000000,00087692011071,00087692011033,SEAS SA CS    COLDSNP 2/12BT,00087692011033,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL,NEED TO INSPECT
82581,3824,3824,2021-08-10 01:06:00.000000,868123000129,868123000136,ABB 45ER 4/6CAN,00868123000136,45ER IPA 12OZ 6 PACK,NEED TO INSPECT
82582,3824,3824,2021-08-10 01:06:00.000000,868123000129,868123000136,ABB 45ER 4/6CAN,00868123000129,45ER IPA 12OZ SINGLE,NEED TO INSPECT
82583,16832,16832,2021-08-10 01:22:31.000000,850017837447,850017837072,C&M MARG LIME 11.5OZ 3/8 CAN,00850017837447,CROOK & MARKER 8 PACK - LIME MARGARITA TRAY,NEED TO INSPECT
82584,16832,16832,2021-08-10 01:22:31.000000,850017837447,850017837072,C&M MARG LIME 11.5OZ 3/8 CAN,00850017837072,CROOK & MARKER 8 PACK - LIME MARGARITA,NEED TO INSPECT
82593,17454,17454,2021-08-10 01:27:40.000000,00635985100348,00635985100331,WC HRD MANGO C24 12OZ 12P,00635985100331,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 12 CT 12 OZ CAN 144 OZ,NEED TO INSPECT
82597,6684,6684,2021-08-10 01:16:02.000000,00087692752134,00087692752318,TT 1/2 N 1/2 CAN 12/24,00087692752134,TWISTED TEA TRAY 24OZ CAN TWISTED TEA HALF & HALF,NEED TO INSPECT
82598,6684,6684,2021-08-10 01:16:02.000000,00087692752134,00087692752318,TT 1/2 N 1/2 CAN 12/24,00087692752318,TWISTED TEA CAN 24OZ TWISTED TEA HALF & HALF,NEED TO INSPECT
82604,6684,6684,2021-08-10 01:19:26.000000,00087692752134,00087692752318,TT 1/2 N 1/2 CAN 12/24,00087692752134,TWISTED TEA TRAY 24OZ CAN TWISTED TEA HALF & HALF,NEED TO INSPECT
82605,6684,6684,2021-08-10 01:19:26.000000,00087692752134,00087692752318,TT 1/2 N 1/2 CAN 12/24,00087692752318,TWISTED TEA CAN 24OZ TWISTED TEA HALF & HALF,NEED TO INSPECT
82606,3824,3824,2021-08-10 01:05:36.000000,859775007239,859775007239,ABB RAZZ PORTER 4/6CAN,00859775007239,AUSTIN BROTHERS BEER COMPANY SEASONAL ROTATOR 12 OZ CAN,NEED TO INSPECT
82612,13456,13456,2021-08-10 01:01:52.000000,10084704100294,00084704091328,750    KORBEL BRUT,00084704091328,KORBEL SPARKLING CALIFORNIA BRUT CHAMPAGNE 12/750ML,NEED TO INSPECT
82639,541,541,2021-08-10 01:32:07.000000,00849806000582,00849806000575,PH MOSKATO STRWBY 24.3OZB,00849806000582,MOSKATO LIFE US 10% 750ML STRAWBERRY BOTTLE 6-CASE,NEED TO INSPECT
82640,541,541,2021-08-10 01:32:07.000000,00849806000582,00849806000575,PH MOSKATO STRWBY 24.3OZB,00849806000575,MOSKATO LIFE US 10% 750ML STRAWBERRY BOTTLE,NEED TO INSPECT
82655,8368,8368,2021-08-10 01:01:31.000000,085246139431,085246139431,MAKERS MARK BOURBON 90,00085246139431,MMK BBN 750X6 45%  W/FLASK VAP,NEED TO INSPECT
82824,72,72,2021-08-10 01:53:12.000000,082000778264,082000757481,SM ICE SCRWDRVR 6NR,00082000757481,SMIRNOFF MALT BEVERAGE 6 CT 11 OZ GLASS BOTTLE IN CRTN 67.2 OZ,NEED TO INSPECT
82839,44218,44218,2021-08-10 01:53:20.000000,00754527010706,00754527010706,NB VD HOP VP 2/12/12 CAN,00754527010706,NEW BELGIUM VOODOO RANGER HOPPY PACK VARIETY PACK BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
82868,19950,19950,2021-08-10 01:40:28.000000,00635985260905,00635985260899,WC HRD BLK CHR C24 12OZ 12P,00635985260899,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
82928,95,95,2021-08-10 01:51:46.000000,00635985260479,00635985260448,WC HRD RUBY GF C12 19.2OZ,00635985260448,WHITE CLAW HARD SELTZER RUBY GRAPEFRUIT MALT BEVERAGE 1 CT 19 OZ CAN 19.2 OZ,NEED TO INSPECT
82942,44218,44218,2021-08-10 01:46:46.000000,00754527010249,00754527010249,NB MTN TIME 2/12/12 CAN,00754527010249,NEW BELGIUM MOUNTAIN TIME PREMIUM LAGER BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
82971,1384,1384,2021-08-10 01:49:00.000000,034100572150,034100572150,LITE ON-PREM - 24PK LSE BTL,00034100572150,MILLER LITE BEER 24 CT 12 OZ LONG NECK BOTTLE 288 OZ,NEED TO INSPECT
83002,467,467,2021-08-10 01:51:04.000000,03410000173,03410000173,4/6/16CN HAMM'S,00034100001735,HAMMS BEER 1 CT 16 OZ CAN 16 OZ,NEED TO INSPECT
83010,6679006,143532,2021-08-10 01:44:14.000000,00082000786849,00082000753407,ICE BLK CHERRY B24 11.2OZ 6P,00082000753407,SMIRNOFF ICE CHERRY LIME MALT BEVERAGE 6 CT 11 OZ LONG NECK BTL CRTN 67.2 OZ,NEED TO INSPECT
83039,1247,1247,2021-08-10 01:10:07.000000,00635985258551,00635985258759,MIKE LEM 24/16 OZ CANS,00635985258551,MIKES HARDER LEMONADE 6 / 4 PACK 16OZ,NEED TO INSPECT
83047,13540,13540,2021-08-10 01:29:55.000000,859518002033,00081308050348,1.5    FISH EYE NV PINOT GRIGIO,00859518002033,MULTI-PACK 12-PACK BAXTER,NEED TO INSPECT
83088,17126,58412,2021-08-10 01:14:54.000000,10080713,080686832027,SAUZA BLANCO TEQ,00080686832027,SZA TEQ SILVER 1000X12 40% RF 1B,NEED TO INSPECT
83109,125,125,2021-08-10 01:05:02.000000,00704361150243,00704361150243,GL IPA 4/6 PK CAN,00704361150243,GREAT LAKES IPA BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
83136,13456,13456,2021-08-10 01:03:44.000000,00611269206883,00611269206449,RB EDITION 12OZ GREEN SN,00611269206883,RED BULL - BEVERAGE SUMMER 12OZ TRAY,NEED TO INSPECT
83169,8489,8489,2021-08-10 01:27:35.000000,052000328677,,20OZ PL WM GAT ORG 1/24,00052000328677,GATORADE ORANGE SPORTS DRINK 24/20OZ PET,NEED TO INSPECT
83172,8489,8489,2021-08-10 01:10:01.000000,012000005596,,20OZ PL PEPSI WCHE 1/24,00012000005596,PEPSI WILD CHERRY COLA 24/20OZ PET,NEED TO INSPECT
83176,32,32,2021-08-10 01:16:37.000000,00723830111127,00723830212121,LAG IPA 2/12 CANS,00723830212121,LAGUNITAS INDIA PALE ALE BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
83177,32,32,2021-08-10 01:16:37.000000,00723830111127,00723830212121,LAG IPA 2/12 CANS,00723830111127,LAGUNITAS INDIA PALE ALE BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
83234,42541,42541,2021-08-10 01:27:33.000000,00635985100348,00635985100331,WC HRD MANGO C24 12OZ 12P,00635985100331,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 12 CT 12 OZ CAN 144 OZ,NEED TO INSPECT
83261,40940,40940,2021-08-10 01:47:46.000000,034100572099,034100575090,LITE 2/12/12 LN,00034100572099,MILLER LITE BEER 1 CT 12 OZ CAN 12 OZ,NEED TO INSPECT
